mgmt_river,quartile_clean,mean_pct,median_pct,sd_pct,min_pct,max_pct,cv_pct,n_years
Big River,Q1,11.548954593288588,12.7563821604327,4.349078534875798,4.5690934013733395,16.1041231152881,0.3765776806675789,5
Kwethluk,Q1,11.14673532565495,11.592765798014,3.2494709107831627,5.72704081488185,14.443041301606998,0.29151772387600255,5
Stony,Q1,10.78994678271581,10.4973985373731,1.2425601852805555,9.63539642537822,12.446965112415601,0.11515906522087639,5
Upper Kusko Main,Q1,9.097176339945483,9.79617353695954,2.0764035345219494,5.50424129382709,10.7972774740091,0.2282470358856859,5
Hoholitna,Q1,7.395113413129026,6.99418115949836,2.5975603546760544,4.50859589054628,10.5842113771577,0.35125361973008234,5
Middle Kusko Main,Q1,6.820904349809882,6.14593237638376,1.7254283080461352,5.43709894888947,9.62993034363232,0.2529618096893893,5
Holitna and Hoholitna,Q1,6.685716051181289,6.21683623335949,2.2854727455338693,4.24149791050809,9.152808734956611,0.3418441238063128,5
Aniak,Q1,6.616682911148636,5.95230183433298,3.817839682578936,2.3272917691329402,11.9115038344301,0.5770020618860472,5
Kisaralik,Q1,5.739852519479866,4.62665988507226,2.4889751321282882,4.54765092578665,10.1891839825362,0.43363050247044227,5
Tatlawiksuk,Q1,5.0463195734299635,5.0480232982188,1.6217230231688906,2.5187071325725,6.76841649208136,0.32136748368209506,5
Tuluksak,Q1,4.70056444368117,3.24712690793885,3.009276838938574,2.41175654548379,9.8247555656341,0.640194784050638,5
Takotna and Nixon Fork,Q1,3.9845888764888278,3.00765716861702,2.3659547769818636,1.37788514415558,7.514465245875759,0.5937763845455281,5
Swift,Q1,2.770250574215244,2.99354732055261,1.1298198275020384,1.10482026186843,4.0828132448914705,0.4078403008082016,5
S. Fork Kusko,Q1,2.14917797404994,2.4084366794245202,0.5775394544357548,1.14115212262034,2.51886101649733,0.26872574603369476,5
George,Q1,1.5816091925510796,1.40038005474157,1.0281821457475255,0.736412747338388,3.34810889444032,0.6500860962303237,5
Oskakawlik,Q1,1.1624432528730095,0.846161502657724,0.678481255174967,0.672591667555007,2.31909814392617,0.5836682810090579,5
Holokuk,Q1,1.0831523240525525,0.6997377148944981,0.8037225905246254,0.394200525412708,2.38111691626348,0.7420217569376976,5
N. Fork Kusko,Q1,0.8074899511924682,0.631872806008561,0.4660676956046365,0.455449190599372,1.56697955695146,0.5771807994840886,5
E. Fork Kuskokwim,Q1,0.676214424045963,0.82604961251584,0.3990056925212857,0.19756747448308698,1.11415597567335,0.5900579436533357,5
Lower Kusko,Q1,0.1971071270662234,0.209671734406439,0.053412306059685985,0.10839026562746001,0.25294073665786904,0.27098109974349477,5
Stony,Q2,11.53049997124392,11.513713381046,0.5888335934455067,10.767686869276199,12.2287466788476,0.051067481454751075,5
Hoholitna,Q2,9.077163027944437,8.961779033955422,1.2733710979216608,7.846945740309021,11.0117338555397,0.14028293796217312,5
Big River,Q2,8.952441678113919,9.03179464525183,1.774702417835446,7.02665748295161,10.7196172942895,0.1982366913569591,5
Holitna and Hoholitna,Q2,8.840705095641908,8.32128588845292,1.7161970953269814,7.124647962072809,11.031087369421,0.1941244591648005,5
Kwethluk,Q2,8.545741596152874,9.05779741481185,1.3698980580203073,6.88624241733186,9.85851767817656,0.160301834850355,5
Upper Kusko Main,Q2,7.7652849774296095,8.03199604058175,0.4972270592602244,7.05428206806043,8.20952137980706,0.0640320427010023,5
Middle Kusko Main,Q2,7.03881879740819,7.124961126420611,1.0088327533518688,5.978743866399229,8.57365428789712,0.14332415457595496,5
Aniak,Q2,6.749508721565194,7.121619795175669,1.0928254607089225,5.568794397321089,8.12182471212758,0.16191185252006002,5
Kisaralik,Q2,5.846181615899392,5.98398185502018,0.45825730984537477,5.09578922206461,6.22636594516187,0.07838574645014262,5
Takotna and Nixon Fork,Q2,5.513439872058734,5.68204757888629,0.4713586243444517,4.7909126779984,5.935427079709419,0.08549265708568345,5
Tuluksak,Q2,4.602315637856498,4.84470394618276,0.7664958431491222,3.3095976690093503,5.30737523288839,0.1665456920955802,5
Swift,Q2,4.273305600443648,4.1784732158812,0.4590812307575372,3.7757588563679096,4.8994316550425,0.1074300023639489,5
Tatlawiksuk,Q2,3.558066853076716,3.83313653031213,0.6388445932384699,2.78205698760163,4.16245609069849,0.17954822650003074,5
George,Q2,2.6716564338346798,2.34019750396612,0.6799887146617016,2.06527300178454,3.43177902762513,0.2545195205678826,5
S. Fork Kusko,Q2,1.756934484846768,1.85709413641845,0.2139959518387044,1.48186718839624,1.9606054377276398,0.12180075790211846,5
Oskakawlik,Q2,1.1985952802895607,1.2375604667783802,0.19282510124667615,0.864545095265294,1.34843972242905,0.1608759056685863,5
Holokuk,Q2,1.0737841629392897,1.2071743974307,0.3115515188573203,0.672509096831334,1.44130629330899,0.29014352195743365,5
N. Fork Kusko,Q2,0.487868424864696,0.40309530679814803,0.14313494467793408,0.372423241778419,0.71268448723433,0.29338841659537757,5
E. Fork Kuskokwim,Q2,0.28726251751101,0.260884846106002,0.044457105328931566,0.25130179888215004,0.343840372944682,0.15476124666082705,5
Lower Kusko,Q2,0.23042525087895718,0.238856051585842,0.021440966101232035,0.194717152608776,0.250155368298165,0.09304955086061734,5
Stony,Q3,11.38796559891858,11.3018699112556,0.7183493074799682,10.6391592334732,12.4901928474702,0.06307968716977717,5
Holitna and Hoholitna,Q3,10.954765274677841,10.4476030040958,1.5802202312684572,9.56292917159471,13.6776484490471,0.1442495746505101,5
Hoholitna,Q3,10.235289918484321,9.54509318373503,1.553655804913334,8.73307182760102,12.1070527900905,0.15179402022677682,5
Aniak,Q3,8.03329982880405,8.204705319401059,1.6003311629447086,5.7278706435708395,10.1166953915952,0.19921217893630597,5
Middle Kusko Main,Q3,7.579281186378606,7.4825634243152095,0.7396324386512723,6.78723830546071,8.76550988033536,0.09758609298999632,5
Upper Kusko Main,Q3,6.6120254242020495,6.78510992763543,0.8578720363292015,5.5093499733384395,7.51186068470711,0.1297442132011661,5
Kisaralik,Q3,6.354660079565388,6.16785351442897,0.8521523287822234,5.3107626436544,7.6151827699923,0.134098805933378,5
Big River,Q3,6.126201934062516,6.68792358270643,1.9978858033778177,3.33319964127754,7.998205591053339,0.32612144112803415,5
Kwethluk,Q3,6.113947793248016,6.64684139550072,1.6094721977509616,4.0314413270703,7.86364857970575,0.2632459831483014,5
Tuluksak,Q3,5.766013109648248,5.8207836981649494,0.7838132024141503,4.76680938273714,6.68566276893861,0.1359367707823277,5
Takotna and Nixon Fork,Q3,5.437620950334118,5.383665701125509,0.3848960253159206,5.081977401958341,6.047725012869639,0.07078390142149765,5
Swift,Q3,4.734867039389046,4.40052320745869,1.102255833756563,3.85012563290736,6.507680429706821,0.23279551982916724,5
George,Q3,3.459382979882072,3.23194999069134,0.6136058076326827,2.89888038469689,4.5019404996214,0.17737435005059776,5
Tatlawiksuk,Q3,2.406377373532996,2.73063888023969,0.7678514545525307,1.3649161695788499,3.25693482379793,0.31909020712956015,5
Oskakawlik,Q3,1.509008787614218,1.4202230330690802,0.19556168129044404,1.28869231324076,1.76722372778431,0.12959611825696002,5
S. Fork Kusko,Q3,1.333976404292832,1.44485164042848,0.26523062836322436,1.02535669080951,1.65358200070485,0.19882707633335428,5
Holokuk,Q3,1.2839685890534085,1.16265485722197,0.28470746851708556,0.980306976775782,1.68344480198264,0.22174021307404643,5
N. Fork Kusko,Q3,0.2791429434699694,0.286549849492674,0.09120134015383165,0.14779576537706798,0.40248739247882903,0.3267191318545483,5
Lower Kusko,Q3,0.23985335300079277,0.240232414349678,0.01156416064198931,0.22323285593977799,0.254146707201456,0.04821346250661373,5
E. Fork Kuskokwim,Q3,0.15235143144095362,0.120301498955165,0.09520079486218717,0.071835784531341,0.29750653901226404,0.6248762742940414,5
Aniak,Q4,13.563225572595867,11.5766165240807,7.69276700288351,6.85417318504693,26.7963303477323,0.5671782837871944,5
Swift,Q4,12.25061874284656,6.706733198087381,13.378966929458029,4.31007955750749,35.9457870748156,1.0921054038409561,5
Stony,Q4,11.200010843657319,11.209839706515801,1.0293996910403098,9.68933863358319,12.551195268289,0.09191059771368609,5
Holitna and Hoholitna,Q4,10.059750110984178,11.0522863871352,2.9080415763974514,5.06722193069949,12.5790451091317,0.289076919835432,5
Kisaralik,Q4,8.236872087285427,8.21985591429296,2.822503218828623,4.156897215828461,12.0557075400081,0.34266687510972593,5
Hoholitna,Q4,7.444701894668136,8.247075673687911,4.571193556090677,0,12.0799933134392,0.6140196908844054,5
Middle Kusko Main,Q4,7.11514441909609,7.938083846334459,1.5573085284256312,5.24629163092065,8.72779530574546,0.21887237091716996,5
Tuluksak,Q4,5.489457526803382,6.11539646004298,1.3238902878058085,3.61176624221022,6.78597158870066,0.24116960215861905,5
Upper Kusko Main,Q4,4.532542541722836,5.45639402545605,2.711295996952869,0,7.170940483308021,0.5981843462019213,5
Takotna and Nixon Fork,Q4,4.467959847312064,5.054172309662,2.7982336793938347,0,7.65526313054834,0.6262889047844196,5
Kwethluk,Q4,3.81957636306903,4.50116542750175,2.323262113239184,0,5.89543199283708,0.6082512541711412,5
Big River,Q4,3.514133349485884,4.15851993898574,2.1904119315334603,0,5.62605258910724,0.6233149723398848,5
George,Q4,2.84249093104108,2.83167858251376,1.7779005385083162,0,4.7356917589896,0.6254727215108999,5
Tatlawiksuk,Q4,1.457367697772166,1.83619972418249,0.9214996816489249,0,2.2034969785206497,0.6323041762607979,5
Oskakawlik,Q4,1.4174405241277594,1.57853031628496,0.36333688775185935,0.8805329157246571,1.80549215770755,0.25633307469845584,5
Holokuk,Q4,1.1695866970521027,1.43841612866027,0.4542790420897848,0.581706244275007,1.54832740130161,0.38840989148968375,5
S. Fork Kusko,Q4,0.9105653322531351,1.00110798265391,0.5538180352356832,0,1.4488364993620602,0.6082133984447841,5
Lower Kusko,Q4,0.2333429376119182,0.272032035954246,0.06623705875549449,0.125317440030716,0.282721955139974,0.28386142487695915,5
N. Fork Kusko,Q4,0.1535385013216518,0.156468519357428,0.10885385061984854,0,0.306473990145916,0.7089677812590326,5
E. Fork Kuskokwim,Q4,0.12167407929341781,0.071351084797866,0.14946773578546838,0,0.36221148185365704,1.2284270951829106,5
